timestamp,user_id,user_segment,product_category,promo_type,channel,price,quantity,conversion,inventory_remaining,fulfillment_status,revenue,date
2024-07-04,7054,New,Haircare,BOGO,Social Media,87.91,3,1,93,On-time,263.73,2024-07-04
2024-07-02,3523,Returning,Fragrance,25% Off,SMS,43.2,2,0,80,On-time,0.0,2024-07-02
2024-07-01,5581,Returning,Fragrance,Launch Bundle,Email,110.85,2,0,82,On-time,0.0,2024-07-01
2024-07-07,6609,Returning,Fragrance,25% Off,SMS,46.3,3,1,51,On-time,138.89999999999998,2024-07-07
2024-07-01,3001,Returning,Haircare,Launch Bundle,Social Media,73.29,2,1,94,On-time,146.58,2024-07-01
2024-07-01,2387,New,Haircare,25% Off,SMS,101.92,2,1,80,On-time,203.84,2024-07-01
2024-07-03,7552,Returning,Makeup,BOGO,Paid Search,57.22,3,1,1,Delayed,171.66,2024-07-03
2024-07-05,2030,Returning,Fragrance,BOGO,Paid Search,102.01,1,1,58,On-time,102.01,2024-07-05
2024-07-05,2220,New,Skincare,Launch Bundle,Social Media,90.99,3,0,36,On-time,0.0,2024-07-05
2024-07-02,7035,Returning,Skincare,25% Off,SMS,111.69,3,0,28,Delayed,0.0,2024-07-02
2024-07-03,7523,Returning,Skincare,BOGO,Paid Search,49.21,1,1,29,On-time,49.21,2024-07-03
2024-07-01,9074,Returning,Haircare,BOGO,Paid Search,26.03,2,1,21,On-time,52.06,2024-07-01
2024-07-08,1834,Returning,Makeup,25% Off,Email,60.19,3,1,74,On-time,180.57,2024-07-08
2024-07-06,2724,New,Haircare,Launch Bundle,Social Media,97.51,3,1,96,Delayed,292.53000000000003,2024-07-06
2024-07-05,7598,Returning,Fragrance,Launch Bundle,Email,62.3,2,1,18,On-time,124.6,2024-07-05
2024-07-07,3413,Returning,Skincare,Launch Bundle,Email,42.51,2,1,66,On-time,85.02,2024-07-07
2024-07-07,6993,New,Haircare,BOGO,Paid Search,17.9,1,1,85,Out of Stock,17.9,2024-07-07
2024-06-28,5498,New,Skincare,25% Off,SMS,47.87,2,1,17,Delayed,95.74,2024-06-28
2024-06-29,3105,New,Haircare,BOGO,Email,89.91,3,1,93,On-time,269.73,2024-06-29
2024-07-06,3568,Returning,Skincare,BOGO,Social Media,30.5,2,1,64,Delayed,61.0,2024-07-06
2024-07-05,1209,Returning,Fragrance,BOGO,Social Media,50.79,2,0,83,On-time,0.0,2024-07-05
2024-06-30,5911,Returning,Skincare,BOGO,SMS,17.12,1,1,4,On-time,17.12,2024-06-30
2024-07-05,3220,Returning,Fragrance,25% Off,Social Media,90.78,1,0,75,On-time,0.0,2024-07-05
2024-06-28,1233,Returning,Fragrance,BOGO,Email,107.47,3,0,10,On-time,0.0,2024-06-28
2024-07-07,1792,New,Haircare,BOGO,SMS,74.7,3,1,87,On-time,224.10000000000002,2024-07-07
2024-07-01,4110,Returning,Haircare,Launch Bundle,Social Media,17.72,2,0,57,On-time,0.0,2024-07-01
2024-06-30,3166,Returning,Haircare,BOGO,Social Media,37.85,3,0,17,On-time,0.0,2024-06-30
2024-07-03,9526,Returning,Fragrance,25% Off,Email,61.04,3,1,71,Delayed,183.12,2024-07-03
2024-07-04,6193,Returning,Makeup,BOGO,Email,76.7,2,1,92,On-time,153.4,2024-07-04
2024-07-01,2214,Returning,Makeup,25% Off,Email,67.11,2,0,55,On-time,0.0,2024-07-01
2024-07-04,5419,Returning,Fragrance,25% Off,Email,111.17,2,1,21,On-time,222.34,2024-07-04
2024-07-06,8314,New,Fragrance,25% Off,SMS,113.56,1,1,55,On-time,113.56,2024-07-06
2024-07-08,9475,Returning,Haircare,Launch Bundle,SMS,26.25,1,1,65,Out of Stock,26.25,2024-07-08
2024-06-29,1212,New,Haircare,Launch Bundle,SMS,29.53,2,1,22,On-time,59.06,2024-06-29
2024-07-08,2658,New,Haircare,BOGO,Paid Search,52.6,1,0,15,On-time,0.0,2024-07-08
2024-06-30,6024,Returning,Makeup,BOGO,Email,59.23,1,1,43,Out of Stock,59.23,2024-06-30
2024-07-02,6917,New,Makeup,BOGO,Email,76.54,1,0,71,On-time,0.0,2024-07-02
2024-06-30,6141,New,Fragrance,25% Off,SMS,96.18,3,1,67,On-time,288.54,2024-06-30
2024-07-08,2794,New,Makeup,25% Off,Social Media,29.26,2,0,13,On-time,0.0,2024-07-08
2024-07-05,6988,Returning,Haircare,25% Off,Social Media,99.28,2,0,8,On-time,0.0,2024-07-05
2024-07-07,9296,Returning,Haircare,BOGO,Email,79.05,3,1,74,On-time,237.14999999999998,2024-07-07
2024-07-05,6578,Returning,Haircare,BOGO,Email,117.99,1,0,15,On-time,0.0,2024-07-05
2024-07-05,6551,New,Haircare,BOGO,SMS,83.37,2,1,12,On-time,166.74,2024-07-05
2024-07-06,4845,Returning,Haircare,BOGO,Email,90.19,1,1,35,Delayed,90.19,2024-07-06
2024-07-01,7906,Returning,Skincare,Launch Bundle,Social Media,35.5,3,0,43,On-time,0.0,2024-07-01
2024-07-02,1378,New,Fragrance,Launch Bundle,Social Media,95.73,1,1,99,On-time,95.73,2024-07-02
2024-07-02,4293,Returning,Fragrance,Launch Bundle,Email,23.32,3,1,80,On-time,69.96000000000001,2024-07-02
2024-07-05,4329,Returning,Makeup,BOGO,SMS,83.94,3,1,13,On-time,251.82,2024-07-05
2024-07-04,5808,New,Haircare,Launch Bundle,SMS,20.84,1,1,92,On-time,20.84,2024-07-04
2024-07-06,8937,Returning,Skincare,Launch Bundle,Social Media,27.1,1,0,16,Delayed,0.0,2024-07-06
2024-07-05,1224,Returning,Haircare,BOGO,SMS,26.33,2,0,64,On-time,0.0,2024-07-05
2024-06-29,1737,New,Haircare,Launch Bundle,Social Media,20.51,3,1,83,On-time,61.53,2024-06-29
2024-07-07,1235,New,Makeup,BOGO,Email,48.72,1,0,96,On-time,0.0,2024-07-07
2024-07-01,1711,New,Skincare,BOGO,Social Media,119.41,1,1,53,On-time,119.41,2024-07-01
2024-07-03,6988,New,Skincare,BOGO,Email,51.56,2,0,1,Delayed,0.0,2024-07-03
2024-06-29,2888,Returning,Fragrance,25% Off,SMS,94.88,2,1,16,Delayed,189.76,2024-06-29
2024-07-04,8173,Returning,Haircare,BOGO,Paid Search,28.89,2,1,22,On-time,57.78,2024-07-04
2024-06-30,2259,New,Skincare,Launch Bundle,Paid Search,62.72,3,1,85,Delayed,188.16,2024-06-30
2024-06-30,6246,Returning,Fragrance,Launch Bundle,Paid Search,34.44,2,1,0,On-time,68.88,2024-06-30
2024-07-08,8271,New,Skincare,BOGO,Social Media,35.17,3,1,11,On-time,105.51,2024-07-08
2024-06-29,1748,New,Haircare,25% Off,Paid Search,25.47,2,1,12,Delayed,50.94,2024-06-29
2024-07-08,4551,New,Fragrance,25% Off,Social Media,60.36,3,1,77,On-time,181.07999999999998,2024-07-08
2024-07-05,7400,Returning,Skincare,25% Off,SMS,22.93,2,1,73,On-time,45.86,2024-07-05
2024-07-03,7643,Returning,Makeup,Launch Bundle,Email,110.53,3,1,11,On-time,331.59000000000003,2024-07-03
2024-06-28,9701,New,Skincare,25% Off,Paid Search,62.03,2,1,56,On-time,124.06,2024-06-28
2024-06-28,2823,New,Haircare,25% Off,Social Media,103.05,2,0,85,On-time,0.0,2024-06-28
2024-07-04,7852,Returning,Makeup,BOGO,SMS,117.84,1,0,17,Delayed,0.0,2024-07-04
2024-07-05,8777,Returning,Skincare,25% Off,SMS,86.17,3,0,82,On-time,0.0,2024-07-05
2024-07-02,5232,New,Skincare,25% Off,Paid Search,109.66,1,1,93,On-time,109.66,2024-07-02
2024-07-08,7519,New,Fragrance,25% Off,SMS,29.21,3,1,14,On-time,87.63,2024-07-08
2024-07-02,2777,Returning,Haircare,BOGO,SMS,102.15,1,1,38,On-time,102.15,2024-07-02
2024-07-01,2222,Returning,Skincare,BOGO,SMS,43.48,2,1,77,Delayed,86.96,2024-07-01
2024-07-03,8630,New,Skincare,25% Off,Social Media,64.62,1,0,72,Delayed,0.0,2024-07-03
2024-07-03,2777,Returning,Skincare,Launch Bundle,SMS,82.89,2,1,68,Out of Stock,165.78,2024-07-03
2024-06-30,8490,Returning,Haircare,Launch Bundle,SMS,109.87,3,1,32,On-time,329.61,2024-06-30
2024-07-06,5859,Returning,Makeup,BOGO,SMS,110.65,2,1,47,Out of Stock,221.3,2024-07-06
2024-07-08,9893,Returning,Haircare,25% Off,SMS,24.67,1,0,4,On-time,0.0,2024-07-08
2024-07-04,9118,Returning,Fragrance,Launch Bundle,SMS,53.28,3,0,87,On-time,0.0,2024-07-04
2024-06-28,3989,Returning,Fragrance,25% Off,Social Media,98.28,1,0,7,Delayed,0.0,2024-06-28
2024-07-04,9343,New,Haircare,BOGO,SMS,88.83,2,1,18,On-time,177.66,2024-07-04
2024-07-02,2325,New,Skincare,Launch Bundle,SMS,17.77,2,1,51,On-time,35.54,2024-07-02
2024-07-02,6127,Returning,Skincare,BOGO,Email,62.24,1,1,11,Delayed,62.24,2024-07-02
2024-06-29,9998,New,Makeup,25% Off,SMS,102.07,3,1,71,Delayed,306.21,2024-06-29
2024-07-01,3722,Returning,Haircare,BOGO,SMS,92.46,1,0,7,On-time,0.0,2024-07-01
2024-07-03,5656,Returning,Haircare,BOGO,Social Media,58.24,2,1,54,Delayed,116.48,2024-07-03
2024-07-07,2325,Returning,Skincare,BOGO,SMS,92.19,3,1,83,Delayed,276.57,2024-07-07
2024-07-08,5133,Returning,Fragrance,BOGO,Social Media,72.88,1,1,92,Delayed,72.88,2024-07-08
2024-07-04,3869,New,Fragrance,Launch Bundle,Paid Search,110.83,2,1,33,On-time,221.66,2024-07-04
2024-07-08,2242,Returning,Makeup,25% Off,SMS,76.65,3,1,81,On-time,229.95000000000002,2024-07-08
2024-07-02,9539,Returning,Makeup,Launch Bundle,Email,57.08,1,0,64,Delayed,0.0,2024-07-02
2024-07-06,2831,New,Fragrance,25% Off,Social Media,105.61,3,1,74,On-time,316.83,2024-07-06
2024-06-30,2569,Returning,Haircare,25% Off,Paid Search,20.24,2,0,46,On-time,0.0,2024-06-30
2024-06-28,8246,New,Makeup,25% Off,Email,109.55,1,0,34,On-time,0.0,2024-06-28
2024-07-01,2918,Returning,Skincare,25% Off,Social Media,88.12,1,0,31,On-time,0.0,2024-07-01
2024-07-06,7416,Returning,Haircare,25% Off,Paid Search,113.76,2,0,50,Out of Stock,0.0,2024-07-06
2024-07-01,4232,New,Skincare,Launch Bundle,Email,41.3,2,1,79,On-time,82.6,2024-07-01
2024-06-29,4758,Returning,Makeup,25% Off,SMS,87.97,2,1,5,On-time,175.94,2024-06-29
2024-07-07,6997,Returning,Fragrance,BOGO,Email,99.99,1,1,8,Delayed,99.99,2024-07-07
2024-07-02,3355,New,Makeup,Launch Bundle,Email,88.72,2,1,39,On-time,177.44,2024-07-02
2024-06-30,2824,New,Fragrance,Launch Bundle,Email,37.09,1,1,85,On-time,37.09,2024-06-30
2024-07-06,8280,Returning,Haircare,25% Off,Social Media,43.94,1,0,47,On-time,0.0,2024-07-06
2024-07-01,5060,Returning,Makeup,BOGO,SMS,74.51,3,1,71,On-time,223.53000000000003,2024-07-01
2024-07-03,6324,Returning,Makeup,BOGO,SMS,61.91,2,1,95,Delayed,123.82,2024-07-03
2024-06-29,1404,Returning,Makeup,25% Off,Social Media,92.19,2,1,25,On-time,184.38,2024-06-29
2024-07-03,2721,Returning,Haircare,25% Off,Email,54.76,3,1,81,On-time,164.28,2024-07-03
2024-06-30,6316,Returning,Skincare,BOGO,SMS,105.25,1,1,36,Out of Stock,105.25,2024-06-30
2024-07-06,4845,Returning,Skincare,Launch Bundle,Email,60.35,1,1,51,On-time,60.35,2024-07-06
2024-07-08,5210,Returning,Fragrance,Launch Bundle,SMS,19.2,1,1,11,On-time,19.2,2024-07-08
2024-06-29,1064,New,Makeup,25% Off,Social Media,16.82,2,1,37,On-time,33.64,2024-06-29
2024-07-06,7382,New,Skincare,Launch Bundle,Paid Search,82.91,1,1,97,Out of Stock,82.91,2024-07-06
2024-07-02,1968,Returning,Haircare,Launch Bundle,Email,71.76,3,1,67,On-time,215.28000000000003,2024-07-02
2024-07-05,1368,New,Makeup,BOGO,SMS,71.99,1,1,15,On-time,71.99,2024-07-05
2024-06-29,9424,Returning,Fragrance,Launch Bundle,SMS,97.95,2,0,60,On-time,0.0,2024-06-29
2024-07-03,3242,Returning,Skincare,BOGO,SMS,54.45,2,0,23,On-time,0.0,2024-07-03
2024-06-30,6002,New,Haircare,25% Off,Social Media,119.52,1,1,77,Delayed,119.52,2024-06-30
2024-07-07,4083,Returning,Haircare,25% Off,Social Media,114.28,1,0,16,On-time,0.0,2024-07-07
2024-07-02,9073,Returning,Fragrance,BOGO,Paid Search,16.36,2,0,94,Delayed,0.0,2024-07-02
2024-07-05,9880,Returning,Skincare,BOGO,Social Media,109.05,1,1,3,On-time,109.05,2024-07-05
2024-07-07,2469,New,Makeup,25% Off,Email,86.46,3,0,49,Delayed,0.0,2024-07-07
2024-06-28,5725,New,Haircare,BOGO,Social Media,67.72,2,1,97,Delayed,135.44,2024-06-28
2024-07-02,5259,Returning,Fragrance,25% Off,SMS,76.19,1,1,2,On-time,76.19,2024-07-02
2024-06-30,4622,Returning,Haircare,25% Off,Email,103.4,1,0,7,On-time,0.0,2024-06-30
2024-07-01,1823,New,Haircare,25% Off,Social Media,114.86,1,1,11,Out of Stock,114.86,2024-07-01
2024-06-29,4431,New,Skincare,25% Off,Email,73.84,3,0,34,Delayed,0.0,2024-06-29
2024-07-06,7528,Returning,Skincare,25% Off,Email,34.04,2,0,65,On-time,0.0,2024-07-06
2024-06-30,5151,Returning,Makeup,25% Off,Social Media,82.17,3,0,52,On-time,0.0,2024-06-30
2024-06-29,5213,Returning,Haircare,Launch Bundle,Email,23.0,1,1,92,Delayed,23.0,2024-06-29
2024-07-07,8420,Returning,Fragrance,Launch Bundle,SMS,81.69,3,1,86,On-time,245.07,2024-07-07
2024-07-08,9989,Returning,Haircare,25% Off,SMS,99.9,1,1,32,On-time,99.9,2024-07-08
2024-07-06,1779,New,Fragrance,Launch Bundle,Social Media,52.1,1,1,17,Out of Stock,52.1,2024-07-06
2024-07-04,3892,Returning,Haircare,BOGO,Social Media,22.47,2,0,57,Delayed,0.0,2024-07-04
2024-07-03,6534,New,Fragrance,BOGO,SMS,87.68,2,1,85,Delayed,175.36,2024-07-03
2024-06-28,4306,Returning,Haircare,25% Off,Social Media,50.63,1,1,77,On-time,50.63,2024-06-28
2024-07-02,3902,Returning,Haircare,Launch Bundle,SMS,41.16,1,0,92,Out of Stock,0.0,2024-07-02
2024-07-08,4718,New,Makeup,BOGO,Email,87.36,1,1,44,On-time,87.36,2024-07-08
2024-07-08,1021,Returning,Skincare,BOGO,Social Media,116.81,2,1,14,On-time,233.62,2024-07-08
2024-06-30,2500,Returning,Skincare,BOGO,Paid Search,93.26,2,1,14,On-time,186.52,2024-06-30
2024-06-28,4641,New,Fragrance,BOGO,SMS,66.59,1,0,44,Delayed,0.0,2024-06-28
2024-07-01,6212,Returning,Haircare,Launch Bundle,SMS,78.05,2,1,67,On-time,156.1,2024-07-01
2024-06-29,1191,New,Haircare,BOGO,Email,29.94,1,0,99,Delayed,0.0,2024-06-29
2024-06-29,9587,Returning,Skincare,BOGO,Paid Search,100.39,3,1,68,Delayed,301.17,2024-06-29
2024-06-30,8174,Returning,Fragrance,BOGO,Paid Search,78.45,2,0,66,On-time,0.0,2024-06-30
2024-07-05,6114,New,Makeup,25% Off,Paid Search,116.41,1,1,75,Delayed,116.41,2024-07-05
2024-07-05,5662,Returning,Makeup,BOGO,SMS,117.85,3,1,61,Delayed,353.54999999999995,2024-07-05
2024-07-04,5326,New,Makeup,BOGO,SMS,52.23,1,1,83,On-time,52.23,2024-07-04
2024-07-03,5335,Returning,Haircare,Launch Bundle,Paid Search,118.8,3,0,43,On-time,0.0,2024-07-03
2024-07-06,9281,Returning,Fragrance,BOGO,Social Media,115.47,2,1,19,On-time,230.94,2024-07-06
2024-07-01,9648,New,Skincare,BOGO,Paid Search,82.18,2,1,38,On-time,164.36,2024-07-01
2024-06-28,6494,New,Haircare,BOGO,Email,50.01,1,1,38,Delayed,50.01,2024-06-28
2024-07-05,9536,Returning,Haircare,25% Off,Paid Search,94.1,2,0,0,On-time,0.0,2024-07-05
2024-07-04,3711,Returning,Makeup,Launch Bundle,Paid Search,43.48,2,1,66,Out of Stock,86.96,2024-07-04
2024-07-04,8595,New,Fragrance,Launch Bundle,Paid Search,81.13,3,0,46,Out of Stock,0.0,2024-07-04
2024-06-30,7273,Returning,Fragrance,25% Off,Social Media,17.58,2,1,72,On-time,35.16,2024-06-30
2024-07-01,7284,New,Makeup,25% Off,Paid Search,81.0,3,1,53,On-time,243.0,2024-07-01
2024-07-07,9817,New,Makeup,Launch Bundle,Paid Search,114.92,3,1,19,On-time,344.76,2024-07-07
2024-07-06,4994,Returning,Makeup,BOGO,SMS,39.69,3,1,8,On-time,119.07,2024-07-06
2024-07-03,2678,New,Haircare,Launch Bundle,Paid Search,96.71,2,1,94,On-time,193.42,2024-07-03
2024-07-02,9414,Returning,Haircare,25% Off,Email,45.81,1,1,27,On-time,45.81,2024-07-02
2024-06-30,1743,Returning,Haircare,BOGO,SMS,89.32,1,0,63,On-time,0.0,2024-06-30
2024-07-06,1462,Returning,Skincare,Launch Bundle,Social Media,88.5,2,0,34,On-time,0.0,2024-07-06
2024-07-02,2568,Returning,Skincare,BOGO,SMS,34.4,3,0,39,Delayed,0.0,2024-07-02
2024-07-02,2736,Returning,Fragrance,BOGO,Social Media,77.7,2,0,1,On-time,0.0,2024-07-02
2024-07-01,8903,Returning,Makeup,25% Off,Social Media,105.21,1,1,2,On-time,105.21,2024-07-01
2024-07-01,8002,Returning,Makeup,Launch Bundle,Email,55.17,3,1,13,On-time,165.51,2024-07-01
2024-06-28,9856,Returning,Haircare,25% Off,Paid Search,89.58,2,0,80,On-time,0.0,2024-06-28
2024-07-04,2356,Returning,Skincare,Launch Bundle,Email,85.82,3,1,98,On-time,257.46,2024-07-04
2024-07-06,2014,New,Makeup,Launch Bundle,SMS,42.04,3,1,67,On-time,126.12,2024-07-06
2024-06-30,2054,Returning,Fragrance,BOGO,Social Media,111.46,1,1,46,On-time,111.46,2024-06-30
2024-06-29,2764,Returning,Makeup,BOGO,SMS,74.17,3,0,93,On-time,0.0,2024-06-29
2024-06-30,7009,Returning,Haircare,BOGO,Social Media,52.31,2,0,53,On-time,0.0,2024-06-30
2024-06-28,5458,Returning,Haircare,25% Off,SMS,32.26,3,0,57,On-time,0.0,2024-06-28
2024-07-03,1667,Returning,Skincare,BOGO,Social Media,64.71,3,1,61,On-time,194.13,2024-07-03
2024-07-08,4370,Returning,Fragrance,25% Off,Email,91.66,2,1,50,On-time,183.32,2024-07-08
2024-07-08,6976,New,Fragrance,BOGO,Social Media,80.48,1,1,77,On-time,80.48,2024-07-08
2024-07-04,2394,Returning,Makeup,25% Off,Paid Search,91.34,1,1,47,On-time,91.34,2024-07-04
2024-07-08,9290,New,Fragrance,Launch Bundle,Email,98.13,2,1,26,Delayed,196.26,2024-07-08
2024-07-08,5070,Returning,Makeup,25% Off,Paid Search,61.31,3,1,76,Delayed,183.93,2024-07-08
2024-06-29,7982,Returning,Makeup,25% Off,SMS,69.62,2,0,54,Delayed,0.0,2024-06-29
2024-07-05,9613,New,Skincare,25% Off,SMS,118.57,2,1,83,On-time,237.14,2024-07-05
2024-07-03,6599,New,Fragrance,Launch Bundle,Social Media,116.65,2,1,48,On-time,233.3,2024-07-03
2024-07-01,4650,Returning,Haircare,25% Off,Social Media,58.56,1,1,23,On-time,58.56,2024-07-01
2024-07-02,4620,New,Makeup,Launch Bundle,SMS,86.94,3,1,9,Delayed,260.82,2024-07-02
2024-07-05,4190,New,Makeup,BOGO,Email,43.1,2,1,6,Delayed,86.2,2024-07-05
2024-06-30,9789,Returning,Makeup,BOGO,Paid Search,31.03,1,1,16,On-time,31.03,2024-06-30
2024-06-30,1391,New,Fragrance,Launch Bundle,SMS,95.68,1,1,21,On-time,95.68,2024-06-30
2024-07-08,2075,Returning,Fragrance,25% Off,Email,60.8,3,0,58,On-time,0.0,2024-07-08
2024-07-01,3650,Returning,Fragrance,BOGO,Paid Search,33.59,2,1,43,On-time,67.18,2024-07-01
2024-06-28,3384,New,Makeup,25% Off,Social Media,94.68,3,1,10,Out of Stock,284.04,2024-06-28
2024-07-06,1809,New,Haircare,25% Off,Email,111.09,2,1,41,On-time,222.18,2024-07-06
2024-07-05,9047,Returning,Haircare,Launch Bundle,Email,112.99,1,1,22,On-time,112.99,2024-07-05
2024-07-05,6501,Returning,Fragrance,BOGO,SMS,77.62,1,0,59,Delayed,0.0,2024-07-05
2024-07-07,7895,Returning,Haircare,Launch Bundle,Paid Search,65.36,3,1,85,On-time,196.07999999999998,2024-07-07
2024-07-03,2159,Returning,Makeup,Launch Bundle,SMS,29.9,2,1,61,On-time,59.8,2024-07-03
2024-07-04,8574,Returning,Fragrance,Launch Bundle,Social Media,98.24,3,1,53,On-time,294.71999999999997,2024-07-04
2024-07-03,2531,New,Fragrance,Launch Bundle,Social Media,114.26,2,0,81,On-time,0.0,2024-07-03
2024-07-06,6481,New,Makeup,25% Off,Paid Search,108.39,3,0,89,On-time,0.0,2024-07-06
2024-06-30,8548,New,Fragrance,BOGO,Paid Search,93.94,1,1,93,On-time,93.94,2024-06-30
2024-06-30,5976,New,Makeup,BOGO,Paid Search,15.48,3,1,12,On-time,46.44,2024-06-30
2024-06-30,6695,Returning,Fragrance,BOGO,SMS,57.81,2,0,67,On-time,0.0,2024-06-30
2024-07-07,9445,Returning,Haircare,25% Off,Paid Search,58.12,3,1,26,On-time,174.35999999999999,2024-07-07
2024-06-30,4548,New,Fragrance,25% Off,Paid Search,108.91,2,0,39,Delayed,0.0,2024-06-30
2024-07-06,7163,Returning,Fragrance,Launch Bundle,SMS,21.89,3,1,73,On-time,65.67,2024-07-06
2024-07-01,7671,New,Fragrance,Launch Bundle,Social Media,70.78,2,1,91,On-time,141.56,2024-07-01
2024-07-04,6264,Returning,Skincare,Launch Bundle,Social Media,29.29,2,1,84,On-time,58.58,2024-07-04
2024-07-06,2231,Returning,Haircare,Launch Bundle,Email,84.54,2,1,74,On-time,169.08,2024-07-06
2024-07-08,3423,Returning,Makeup,BOGO,Social Media,98.19,3,0,83,On-time,0.0,2024-07-08
2024-07-04,9071,Returning,Skincare,Launch Bundle,Paid Search,82.41,3,0,99,Delayed,0.0,2024-07-04
2024-07-06,5261,New,Haircare,25% Off,Social Media,98.43,1,0,82,On-time,0.0,2024-07-06
2024-06-30,3908,Returning,Fragrance,25% Off,SMS,78.79,2,1,9,On-time,157.58,2024-06-30
2024-07-01,5712,Returning,Fragrance,25% Off,Social Media,34.93,1,0,14,On-time,0.0,2024-07-01
2024-07-05,7755,Returning,Makeup,Launch Bundle,Social Media,55.18,1,1,44,Delayed,55.18,2024-07-05
2024-07-03,4883,Returning,Makeup,BOGO,Email,115.47,2,1,52,Out of Stock,230.94,2024-07-03
2024-07-02,4515,Returning,Haircare,BOGO,Email,45.26,1,1,81,On-time,45.26,2024-07-02
2024-07-01,4403,Returning,Haircare,Launch Bundle,Paid Search,21.6,3,1,6,On-time,64.80000000000001,2024-07-01
2024-07-05,5598,Returning,Makeup,Launch Bundle,SMS,55.41,1,1,29,On-time,55.41,2024-07-05
2024-06-28,6008,New,Haircare,25% Off,Paid Search,53.46,3,0,77,Delayed,0.0,2024-06-28
2024-07-06,7222,Returning,Makeup,25% Off,SMS,64.38,2,0,29,On-time,0.0,2024-07-06
2024-06-28,5009,Returning,Fragrance,BOGO,SMS,73.83,2,1,26,On-time,147.66,2024-06-28
2024-07-05,3735,Returning,Makeup,25% Off,Email,119.2,2,1,48,On-time,238.4,2024-07-05
2024-07-01,5491,New,Skincare,25% Off,Social Media,94.4,1,0,56,On-time,0.0,2024-07-01
2024-07-06,9593,Returning,Makeup,Launch Bundle,Social Media,18.77,2,1,63,On-time,37.54,2024-07-06
2024-07-08,1974,New,Makeup,BOGO,Email,89.83,2,1,62,On-time,179.66,2024-07-08
2024-07-02,1223,Returning,Skincare,Launch Bundle,Paid Search,101.54,3,1,47,Delayed,304.62,2024-07-02
2024-06-30,5613,Returning,Skincare,BOGO,Social Media,109.04,1,0,40,On-time,0.0,2024-06-30
2024-07-06,7777,Returning,Skincare,Launch Bundle,Paid Search,59.52,1,1,80,On-time,59.52,2024-07-06
2024-07-08,9427,Returning,Skincare,BOGO,Social Media,47.93,2,1,29,On-time,95.86,2024-07-08
2024-07-06,5211,New,Makeup,25% Off,Paid Search,103.13,1,0,81,On-time,0.0,2024-07-06
2024-07-01,1225,New,Haircare,BOGO,SMS,96.65,2,1,2,On-time,193.3,2024-07-01
2024-07-08,9183,Returning,Skincare,BOGO,SMS,71.28,3,1,91,Delayed,213.84,2024-07-08
2024-07-01,5277,New,Fragrance,Launch Bundle,Social Media,27.38,1,0,36,On-time,0.0,2024-07-01
2024-07-05,2341,Returning,Makeup,BOGO,Paid Search,83.43,1,1,29,Delayed,83.43,2024-07-05
2024-06-29,5036,New,Haircare,BOGO,Paid Search,21.9,3,1,53,On-time,65.69999999999999,2024-06-29
2024-07-06,9401,Returning,Fragrance,BOGO,SMS,25.54,1,1,84,On-time,25.54,2024-07-06
2024-07-03,4727,Returning,Makeup,Launch Bundle,Paid Search,49.77,2,1,83,On-time,99.54,2024-07-03
2024-07-06,4928,New,Makeup,BOGO,Email,53.97,1,1,85,Delayed,53.97,2024-07-06
2024-07-05,3803,New,Fragrance,Launch Bundle,Paid Search,63.51,1,1,99,On-time,63.51,2024-07-05
2024-07-04,7558,Returning,Skincare,25% Off,SMS,50.61,3,1,99,On-time,151.82999999999998,2024-07-04
2024-06-28,1393,Returning,Skincare,Launch Bundle,Email,18.55,3,1,84,On-time,55.650000000000006,2024-06-28
2024-06-30,7839,Returning,Fragrance,BOGO,Email,31.53,2,1,87,On-time,63.06,2024-06-30
2024-07-08,9795,Returning,Haircare,25% Off,Paid Search,27.09,1,1,84,On-time,27.09,2024-07-08
2024-06-29,1581,Returning,Skincare,BOGO,SMS,60.27,1,1,6,On-time,60.27,2024-06-29
2024-07-02,1132,New,Makeup,Launch Bundle,SMS,37.27,3,1,7,On-time,111.81,2024-07-02
2024-07-02,3838,Returning,Makeup,25% Off,SMS,45.82,2,0,85,On-time,0.0,2024-07-02
2024-07-02,4385,New,Haircare,25% Off,Email,64.51,1,1,85,On-time,64.51,2024-07-02
2024-07-01,4770,New,Makeup,25% Off,SMS,39.73,2,1,62,Delayed,79.46,2024-07-01
2024-07-02,3268,Returning,Skincare,BOGO,Email,40.82,1,1,62,On-time,40.82,2024-07-02
2024-06-30,1975,New,Haircare,25% Off,Email,102.48,3,1,63,On-time,307.44,2024-06-30
2024-06-28,8605,New,Skincare,25% Off,Social Media,72.55,3,1,29,Delayed,217.64999999999998,2024-06-28
2024-07-02,8213,New,Haircare,25% Off,Paid Search,104.96,3,1,97,On-time,314.88,2024-07-02
2024-07-06,3835,Returning,Fragrance,25% Off,SMS,69.03,3,1,92,On-time,207.09,2024-07-06
2024-07-06,3738,Returning,Makeup,Launch Bundle,Email,110.47,3,1,9,On-time,331.40999999999997,2024-07-06
2024-07-01,5134,Returning,Haircare,BOGO,Paid Search,41.75,3,1,68,On-time,125.25,2024-07-01
2024-06-30,7833,Returning,Fragrance,BOGO,Email,79.75,2,1,48,On-time,159.5,2024-06-30
2024-06-28,9353,Returning,Skincare,25% Off,Paid Search,67.84,3,1,38,On-time,203.52,2024-06-28
2024-06-29,2909,New,Fragrance,Launch Bundle,Email,111.46,2,1,33,On-time,222.92,2024-06-29
